type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
fixation;38192;5;88;2.248.057;-3.374.681;1;1;1;0;0.313351848596327;0.379336732877808;0.353987018251627;132.099.457.611.089;128.979.372.805.002;230.539.415.208.045;p3F;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;38280;0;5;0.512376;-3.566.316;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;38285;6;30;0.512376;-3.566.316;1;1;1;0;0.313351848596327;0.379336732877808;0.353987018251627;132.099.457.611.089;128.979.372.805.002;230.539.415.208.045;p3F;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;38315;0;7;2.256.303;178.022.802;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;38492;0;25;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;38591;0;7;1.208.877;-174.065.939;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;38598;7;113;1.208.877;-174.065.939;1;2;1;2;0.324815929618469;0.379336732877808;0.342989530704916;232.481.592.961.847;149.818.471.639.957;341.150.032.300.902;p2O;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;38711;0;6;1.445.832;1.990.791;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;38717;8;49;1.445.832;1.990.791;1;2;1;3;0.324815929618469;0.201878782142852;0.28383688045993;232.481.592.961.847;120.106.475.268.254;326.294.034.115.051;p2P;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;38766;0;9;1.675.625;-177.223.946;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;38775;9;226;1.675.625;-177.223.946;1;2;1;2;0.324815929618469;0.379336732877808;0.342989530704916;232.481.592.961.847;149.818.471.639.957;341.150.032.300.902;p2O;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;39001;0;6;0.907777;3.047.454;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39007;10;80;0.907777;3.047.454;1;2;1;3;0.324815929618469;0.201878782142852;0.28383688045993;232.481.592.961.847;120.106.475.268.254;326.294.034.115.051;p2P;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;39087;0;8;1.269.425;0.857767;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39095;11;30;1.269.425;0.857767;1;2;1;3;0.324815929618469;0.201878782142852;0.28383688045993;232.481.592.961.847;120.106.475.268.254;326.294.034.115.051;p2P;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;39125;0;15;7.654.558;1.358.466;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39140;12;43;7.654.558;1.358.466;1;1;0;0;0.313351848596327;0;0.328637303625446;132.099.457.611.089;0.305260222294161;131.312.739.920.252;p3O;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;bpR;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;39183;0;7;2.114.049;-3.806.767;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39190;13;126;2.114.049;-3.806.767;1;1;1;0;0.313351848596327;0.379336732877808;0.353987018251627;132.099.457.611.089;128.979.372.805.002;230.539.415.208.045;p3F;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;39316;0;8;1.805.682;173.784.328;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39324;14;41;1.805.682;173.784.328;1;1;0;0;0.313351848596327;0;0.328637303625446;132.099.457.611.089;0.305260222294161;131.312.739.920.252;p3O;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;39365;0;10;1.850.073;-6.072.401;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39375;15;50;1.850.073;-6.072.401;1;1;1;0;0.313351848596327;0.379336732877808;0.353987018251627;132.099.457.611.089;128.979.372.805.002;230.539.415.208.045;p3F;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;39425;0;8;2.643.436;17.609.915;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39433;16;54;2.643.436;17.609.915;1;1;0;0;0.313351848596327;0;0.328637303625446;132.099.457.611.089;0.305260222294161;131.312.739.920.252;p3O;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;39487;0;14;9.563.918;109.013.121;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39501;17;178;9.563.918;109.013.121;1;2;0;0;0.461111254044273;0;0;246.111.125.404.427;0.305260222294161;0.383185738169217;p1P;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;bpR;bp;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;39679;0;9;1.773.078;-178.055.831;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39688;18;73;1.773.078;-178.055.831;1;2;1;1;0.461111254044273;0.201878782142852;0.201878782142852;246.111.125.404.427;140.945.574.103.209;143.528.349.753.818;p1F;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beF;be;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;39761;0;11;1.721.659;7.421.556;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39772;19;116;1.721.659;7.421.556;1;2;0;0;0.461111254044273;0;0;246.111.125.404.427;0.305260222294161;0.383185738169217;p1P;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beR;be;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;39888;0;8;1.658.757;-177.092.508;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;39896;20;72;1.658.757;-177.092.508;1;2;1;1;0.461111254044273;0.201878782142852;0.201878782142852;246.111.125.404.427;140.945.574.103.209;143.528.349.753.818;p1F;31;12;16;721.091.380.972.493;348.729.309.012.396;520.226.064.035.192;38.279.698.357.356;184.291.876.044.964;378.544.429.809.262;1;1;beR;be;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
EventOnset;44248;0;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor2;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2;Cor1
saccade;44310;0;10;3.201.569;94.430.884;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;44320;1;33;3.201.569;94.430.884;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;outside;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;bpF;bp;other;other;other;other;other;other;other;other;other;other;other;other;[];[];[];[];[];[];[];[];[]
saccade;44353;0;9;1.485.878;20.783.722;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;44362;2;50;1.485.878;20.783.722;2;2;1;0;0.257305163073397;0.405385597005626;0.405385597005626;22.573.051.630.734;149.981.276.549.492;137.855.896.428.416;p3F;39;28;18;553.588.231.346.198;102.738.386.582.705;101.119.831.538.997;448.606.982.840.792;397.309.475.145.216;507.958.228.993.004;1;2;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor2;Cor2;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;44412;0;8;2.424.215;4.457.888;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;44420;3;44;2.424.215;4.457.888;2;2;2;1;0.257305163073397;0.691109187579359;0.691109187579359;22.573.051.630.734;269.110.918.757.936;247.420.717.532.638;p3O;39;28;18;553.588.231.346.198;102.738.386.582.705;101.119.831.538.997;448.606.982.840.792;397.309.475.145.216;507.958.228.993.004;1;2;beF;be;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2;Cor1beF;Cor2beF;Cor2beF;Cor1beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;44464;0;8;2.289.034;172.183.535;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;44472;4;76;2.289.034;172.183.535;2;2;1;0;0.257305163073397;0.405385597005626;0.405385597005626;22.573.051.630.734;149.981.276.549.492;137.855.896.428.416;p3F;39;28;18;553.588.231.346.198;102.738.386.582.705;101.119.831.538.997;448.606.982.840.792;397.309.475.145.216;507.958.228.993.004;1;2;beR;be;Cor1;Cor1;Cor1;Cor1;Cor2;Cor2;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;44548;0;14;2.890.494;-1.987.632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;44562;5;64;2.890.494;-1.987.632;2;2;2;1;0.257305163073397;0.691109187579359;0.691109187579359;22.573.051.630.734;269.110.918.757.936;247.420.717.532.638;p3O;39;28;18;553.588.231.346.198;102.738.386.582.705;101.119.831.538.997;448.606.982.840.792;397.309.475.145.216;507.958.228.993.004;1;2;beR;be;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2;Cor1beR;Cor2beR;Cor2beR;Cor1beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;44626;0;4;0.269441;-161.612.684;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;44630;6;69;0.269441;-161.612.684;2;2;2;1;0.257305163073397;0.691109187579359;0.691109187579359;22.573.051.630.734;269.110.918.757.936;247.420.717.532.638;p3O;39;28;18;553.588.231.346.198;102.738.386.582.705;101.119.831.538.997;448.606.982.840.792;397.309.475.145.216;507.958.228.993.004;1;2;weR;we;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;44699;0;9;2.844.674;175.928.895;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;44708;7;57;2.844.674;175.928.895;2;2;1;0;0.257305163073397;0.405385597005626;0.405385597005626;22.573.051.630.734;149.981.276.549.492;137.855.896.428.416;p3F;39;28;18;553.588.231.346.198;102.738.386.582.705;101.119.831.538.997;448.606.982.840.792;397.309.475.145.216;507.958.228.993.004;1;2;beR;be;Cor1;Cor1;Cor1;Cor1;Cor2;Cor2;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;44765;0;4;0.411081;-8.721.261;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;44769;8;56;0.411081;-8.721.261;2;2;1;0;0.257305163073397;0.405385597005626;0.405385597005626;22.573.051.630.734;149.981.276.549.492;137.855.896.428.416;p3F;39;28;18;553.588.231.346.198;102.738.386.582.705;101.119.831.538.997;448.606.982.840.792;397.309.475.145.216;507.958.228.993.004;1;2;weR;we;Cor1;Cor1;Cor1;Cor1;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;44825;0;11;2.529.211;-0.878897;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;44836;9;189;2.529.211;-0.878897;2;2;2;1;0.257305163073397;0.691109187579359;0.691109187579359;22.573.051.630.734;269.110.918.757.936;247.420.717.532.638;p3O;39;28;18;553.588.231.346.198;102.738.386.582.705;101.119.831.538.997;448.606.982.840.792;397.309.475.145.216;507.958.228.993.004;1;2;beR;be;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2;Cor1beR;Cor2beR;Cor2beR;Cor1beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;45025;0;22;8.957.462;-115.147.482;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;45047;10;41;8.957.462;-115.147.482;2;1;1;1;0.178330295006789;0.405385597005626;0.297324191755369;124.329.348.913.024;140.212.949.226.474;332.271.149.069.749;p2P;39;28;18;553.588.231.346.198;102.738.386.582.705;101.119.831.538.997;448.606.982.840.792;397.309.475.145.216;507.958.228.993.004;1;2;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor2;Cor2;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;45088;0;8;1.148.083;-78.133.076;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;45096;11;115;1.148.083;-78.133.076;2;1;1;1;0.178330295006789;0.405385597005626;0.297324191755369;124.329.348.913.024;140.212.949.226.474;332.271.149.069.749;p2P;39;28;18;553.588.231.346.198;102.738.386.582.705;101.119.831.538.997;448.606.982.840.792;397.309.475.145.216;507.958.228.993.004;1;2;weR;we;Cor1;Cor1;Cor1;Cor1;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;45211;0;4;0.688919;-14.188.233;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
