type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
fixation;36871;6;133;1.429.173;-82.618.393;2;2;2;1;0.792747235385089;0.320106175103455;0.320106175103455;279.274.723.538.509;232.010.617.510.345;255.642.670.524.427;p2P;24;30;15;684.552.691.438.898;50.863.087.332.035;462.548.250.068.495;311.152.669.183.778;350.863.087.332.035;421.007.878.257.907;1;2;weR;we;Cor2;Cor2;Cor1;Cor1;Cor1;Cor1;Cor2weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;37004;0;21;760.942;-120.596.153;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;37025;7;46;760.942;-120.596.153;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;outside;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;bpF;bp;other;other;other;other;other;other;other;other;other;other;other;other;[];[];[];[];[];[];[];[];[]
saccade;37071;0;10;1.724.397;-80.176.975;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;37081;8;127;1.724.397;-80.176.975;2;2;2;1;0.348173917013074;0.402632579620562;0.402632579620562;234.817.391.701.307;240.263.257.962.056;237.540.324.831.682;p1P;24;30;15;684.552.691.438.898;50.863.087.332.035;462.548.250.068.495;311.152.669.183.778;350.863.087.332.035;421.007.878.257.907;1;2;bpF;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;37208;0;4;0.482732;5.922.067;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;37212;9;89;0.482732;5.922.067;2;2;2;1;0.348173917013074;0.402632579620562;0.402632579620562;234.817.391.701.307;240.263.257.962.056;237.540.324.831.682;p1P;24;30;15;684.552.691.438.898;50.863.087.332.035;462.548.250.068.495;311.152.669.183.778;350.863.087.332.035;421.007.878.257.907;1;2;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;37301;0;8;0.706727;-15.091.434;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;37309;10;25;0.706727;-15.091.434;2;2;2;1;0.348173917013074;0.402632579620562;0.402632579620562;234.817.391.701.307;240.263.257.962.056;237.540.324.831.682;p1P;24;30;15;684.552.691.438.898;50.863.087.332.035;462.548.250.068.495;311.152.669.183.778;350.863.087.332.035;421.007.878.257.907;1;2;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;37334;0;9;1.690.796;-176.707.613;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;37343;11;188;1.690.796;-176.707.613;2;2;2;1;0.348173917013074;0.156428798766089;0.156428798766089;234.817.391.701.307;215.642.879.876.609;225.230.135.788.958;p1F;24;30;15;684.552.691.438.898;50.863.087.332.035;462.548.250.068.495;311.152.669.183.778;350.863.087.332.035;421.007.878.257.907;1;2;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;37531;0;8;2.396.393;1.544.047;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;37539;12;118;2.396.393;1.544.047;2;2;2;1;0.348173917013074;0.402632579620562;0.402632579620562;234.817.391.701.307;240.263.257.962.056;237.540.324.831.682;p1P;24;30;15;684.552.691.438.898;50.863.087.332.035;462.548.250.068.495;311.152.669.183.778;350.863.087.332.035;421.007.878.257.907;1;2;beR;be;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor2beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
